LinkId,NetworkId,DataSourceId,Ts,Aggregation,InFlow,OutFlow,Density,Occupancy,Speed,InFlowWorst,OutFlowWorst,DensityWorst,OccupancyWorst,SpeedWorst,FreeFlowSpeed,CongestionWaveSpeed,Capacity,JamDensity,CapacityDrop,StdDeviationCapacity
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 02:45:00.0,15min,24.9999999999999537,24.9999942114174461,9.0970990805620808,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 03:00:00.0,15min,24.9999999999999537,24.9999990750959426,9.0971017298803697,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 03:15:00.0,15min,24.9999999999999537,24.9999998522180940,9.0971021531904642,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 03:30:00.0,15min,24.9999999999999537,24.9999999763872632,9.0971022208272860,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 03:45:00.0,15min,24.9999999999999537,24.9999999962271262,9.0971022316343532,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 04:00:00.0,15min,24.9999999999999537,24.9999999993971594,9.0971022333611172,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 04:15:00.0,15min,24.9999999999999537,24.9999999999036591,9.0971022336370180,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 04:30:00.0,15min,24.9999999999999537,24.9999999999845668,9.0971022336810971,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 04:45:00.0,15min,24.9999999999999537,24.9999999999975112,9.0971022336881107,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 05:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 05:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 05:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 05:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 06:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 06:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 06:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 06:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 07:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 07:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 07:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 07:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 08:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 08:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 08:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 08:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 09:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 09:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 09:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 09:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 10:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 10:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 10:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 10:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 11:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 11:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 11:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 11:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 12:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 12:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 12:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 12:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 13:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 13:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 13:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 13:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 14:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 14:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 14:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 14:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 15:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 15:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 15:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 15:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 16:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 16:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 16:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 16:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 17:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 17:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 17:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 17:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 18:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 18:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 18:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 18:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 19:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 19:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 19:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 19:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 20:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 20:15:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 20:30:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 20:45:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
406829d8-024b-4ae7-85b1-6a59627528a7,c87b9ab7-b33b-4288-b0a8-16a6810cbe54,764ba409-5255-494c-9aac-036dc970126c,2012-07-11 21:00:00.0,15min,24.9999999999999537,24.9999999999991224,9.0971022336890587,null,null,null,null,null,null,null,60.0000000000000000,null,1800.0000000000000000,null,null,null
